timeInSec,pedID,posX,posY,curVeloc,absLocalDensity,finalDest
1.05,0,8.0,4.23,1.44,1.0,0
1.05,1,5.94,3.98,1.6,1.0,0
1.05,2,8.01,3.2,0.9,1.0,0
1.05,3,5.84,5.89,1.38,1.0,0
1.05,4,7.57,3.77,1.32,1.0,0
1.05,5,6.9,5.81,1.35,1.0,0
1.58,0,8.0,4.23,1.44,1.0,0
1.58,1,5.94,3.98,1.6,1.0,0
1.58,2,8.01,3.2,0.9,1.0,0
1.58,3,5.84,5.89,1.38,1.0,0
1.58,4,7.57,3.77,1.32,1.0,0
1.58,5,6.9,5.81,1.35,1.0,0
2.11,0,8.79,4.24,0.75,1.0,0
2.11,1,6.77,4.17,0.8,1.0,0
2.11,2,8.11,3.78,0.56,1.0,0
2.11,3,6.3,5.27,0.73,1.0,0
2.11,4,7.8,4.48,0.71,1.0,0
2.11,5,7.54,5.39,0.72,1.0,0
2.63,0,9.57,4.34,1.5,1.0,0
2.63,1,7.58,3.95,1.6,1.0,0
2.63,2,8.63,4.06,1.12,1.0,0
2.63,3,6.92,4.81,1.46,1.0,0
2.63,4,8.54,4.56,1.42,1.0,0
2.63,5,8.0,4.79,1.44,1.0,0
3.16,0,10.36,4.27,1.5,1.0,0
3.16,1,7.58,3.95,0.0,1.0,0
3.16,2,9.22,3.99,1.12,1.0,0
3.16,3,7.49,4.85,1.1,1.0,0
3.16,4,9.21,4.88,1.42,1.0,0
3.16,5,8.75,4.69,1.44,1.0,0
3.16,6,8.02,3.87,1.48,1.0,0
3.16,7,5.83,5.81,1.32,1.0,0
3.16,8,6.5,3.83,1.29,1.0,0
3.16,9,5.27,3.16,1.33,1.0,0
3.16,10,6.67,5.51,1.1,1.0,0
3.69,0,11.14,4.22,1.5,1.0,0
3.69,1,8.4,4.13,1.6,1.0,0
3.69,2,9.78,4.16,1.12,1.0,0
3.69,3,8.26,4.77,1.46,1.0,0
3.69,4,9.94,4.74,1.42,1.0,0
3.69,5,9.5,4.82,1.44,1.0,0
3.69,6,8.02,3.87,1.48,1.0,0
3.69,7,5.83,5.81,1.32,1.0,0
3.69,8,6.5,3.83,1.29,1.0,0
3.69,9,5.27,3.16,1.33,1.0,0
3.69,10,6.67,5.51,1.1,1.0,0
4.22,0,11.93,4.19,1.5,1.0,0
4.22,1,9.24,4.06,1.6,1.0,0
4.22,2,9.78,4.16,1.12,1.0,0
4.22,3,9.02,4.88,1.46,1.0,0
4.22,4,10.69,4.71,1.42,1.0,0
4.22,5,10.25,4.97,1.44,1.0,0
4.22,6,8.79,4.09,0.76,1.0,0
4.22,7,6.19,5.73,0.35,1.0,0
4.22,8,7.21,4.02,0.7,1.0,0
4.22,9,6.02,3.16,0.71,1.0,0
4.22,10,7.17,5.07,0.63,1.0,0
4.22,11,8.01,5.94,1.19,1.0,0
4.22,12,5.17,5.75,1.02,1.0,0
4.22,13,6.62,3.37,1.57,1.0,0
4.22,14,6.55,4.85,1.38,1.0,0
4.22,15,5.99,3.62,1.36,1.0,0
4.22,16,8.01,3.2,1.2,1.0,0
4.22,17,8.01,4.37,0.95,1.0,0
4.22,18,5.14,3.84,1.2,1.0,0
4.22,19,8.0,5.41,1.46,1.0,0
4.22,20,5.38,5.29,1.44,1.0,0
4.22,21,7.39,2.88,1.49,1.0,0
4.74,1,9.24,4.06,0.0,1.0,0
4.74,2,10.37,4.06,0.56,1.0,0
4.74,3,9.79,4.85,1.46,1.0,0
4.74,4,11.43,4.68,1.42,1.0,0
4.74,5,10.99,4.8,1.44,1.0,0
4.74,6,9.44,4.57,1.52,1.0,0
4.74,7,6.93,5.66,1.42,1.0,0
4.74,8,7.58,4.03,0.7,1.0,0
4.74,9,6.45,3.78,1.43,1.0,0
4.74,10,7.77,4.77,1.26,1.0,0
4.74,11,8.01,5.94,1.19,1.0,0
4.74,12,5.17,5.75,1.02,1.0,0
4.74,13,6.62,3.37,1.57,1.0,0
4.74,14,6.55,4.85,1.38,1.0,0
4.74,15,5.99,3.62,1.36,1.0,0
4.74,16,8.01,3.2,1.2,1.0,0
4.74,17,8.01,4.37,0.95,1.0,0
4.74,18,5.14,3.84,1.2,1.0,0
4.74,19,8.0,5.41,1.46,1.0,0
4.74,20,5.38,5.29,1.44,1.0,0
4.74,21,7.39,2.88,1.49,1.0,0
5.27,1,9.88,4.02,1.2,1.0,0
5.27,2,10.96,4.11,1.12,1.0,0
5.27,3,10.37,4.9,1.1,1.0,0
5.27,4,11.95,4.88,1.06,1.0,0
5.27,5,11.68,4.49,1.44,1.0,0
5.27,6,9.8,4.74,0.76,1.0,0
5.27,7,7.46,5.13,1.42,1.0,0
5.27,8,8.31,4.04,1.4,1.0,0
5.27,9,7.13,4.09,1.43,1.0,0
5.27,10,8.41,4.6,1.26,1.0,0
5.27,11,7.6,5.61,0.5,1.0,0
5.27,12,5.8,5.63,0.6,1.0,0
5.27,13,6.69,4.2,0.79,1.0,0
5.27,14,7.3,4.71,0.73,1.0,0
5.27,15,6.45,3.28,0.54,1.0,0
5.27,16,7.83,3.89,0.67,1.0,0
5.27,17,8.01,4.37,0.0,1.0,0
5.27,18,5.78,4.12,0.67,1.0,0
5.27,19,7.91,4.82,0.57,1.0,0
5.27,20,6.06,4.89,0.75,1.0,0
5.27,21,7.79,3.34,0.58,1.0,0
5.27,22,6.49,5.76,1.61,1.0,0
5.27,23,7.24,3.42,1.34,1.0,0
5.8,1,10.63,4.41,1.6,1.0,0
5.8,2,11.53,3.96,1.12,1.0,0
5.8,3,11.13,4.78,1.46,1.0,0
5.8,5,11.99,4.27,0.72,1.0,0
5.8,6,10.58,4.93,1.52,1.0,0
5.8,7,7.46,5.13,0.0,1.0,0
5.8,8,9.05,4.02,1.4,1.0,0
5.8,9,7.47,4.26,0.71,1.0,0
5.8,10,9.02,4.86,1.26,1.0,0
5.8,11,7.6,5.61,0.0,1.0,0
5.8,12,6.2,5.37,0.91,1.0,0
5.8,13,6.82,4.36,0.4,1.0,0
5.8,14,7.3,4.71,0.0,1.0,0
5.8,15,6.82,3.21,0.72,1.0,0
5.8,16,7.83,3.89,0.0,1.0,0
5.8,17,8.58,4.16,1.15,1.0,0
5.8,18,6.47,3.95,1.33,1.0,0
5.8,19,8.21,4.55,0.76,1.0,0
5.8,20,6.84,4.84,1.5,1.0,0
5.8,21,7.79,3.34,0.0,1.0,0
5.8,22,6.49,5.76,1.61,1.0,0
5.8,23,7.24,3.42,1.34,1.0,0
6.32,1,11.47,4.48,1.6,1.0,0
6.32,2,12.1,3.82,1.12,1.0,0
6.32,3,11.89,4.91,1.46,1.0,0
6.32,6,11.17,4.87,1.14,1.0,0
6.32,7,8.2,5.0,1.42,1.0,0
6.32,8,9.78,4.1,1.4,1.0,0
6.32,9,7.76,4.49,0.71,1.0,0
6.32,10,9.69,4.9,1.26,1.0,0
6.32,11,7.75,5.3,0.66,1.0,0
6.32,12,6.84,5.37,1.21,1.0,0
6.32,13,7.4,4.13,1.19,1.0,0
6.32,14,7.3,4.71,0.0,1.0,0
6.32,15,6.82,3.21,0.0,1.0,0
6.32,16,8.1,4.11,0.67,1.0,0
6.32,17,9.18,4.09,1.15,1.0,0
6.32,18,6.93,4.21,1.0,1.0,0
6.32,19,8.99,4.69,1.51,1.0,0
6.32,20,6.84,4.84,0.0,1.0,0
6.32,21,7.99,3.68,0.77,1.0,0
6.32,22,7.34,5.73,0.8,1.0,0
6.32,23,7.78,3.26,0.54,1.0,0
6.85,1,12.08,4.35,1.2,1.0,0
6.85,3,12.07,4.87,0.37,1.0,0
6.85,6,11.65,4.22,1.52,1.0,0
6.85,7,8.56,4.91,0.71,1.0,0
6.85,8,10.49,4.29,1.4,1.0,0
6.85,9,8.51,4.47,1.43,1.0,0
6.85,10,10.35,4.82,1.26,1.0,0
6.85,11,8.09,4.69,1.33,1.0,0
6.85,12,7.44,5.15,1.21,1.0,0
6.85,13,7.6,4.07,0.4,1.0,0
6.85,14,7.88,5.21,1.46,1.0,0
6.85,15,7.2,3.26,0.72,1.0,0
6.85,16,8.62,4.01,1.0,1.0,0
6.85,17,9.79,4.17,1.15,1.0,0
6.85,18,7.21,4.42,0.67,1.0,0
6.85,19,9.75,4.92,1.51,1.0,0
6.85,20,7.02,4.93,0.37,1.0,0
6.85,21,8.06,4.08,0.77,1.0,0
6.85,22,7.76,5.78,0.8,1.0,0
6.85,23,7.78,3.26,0.0,1.0,0
7.38,6,12.01,4.06,0.76,1.0,0
7.38,7,9.3,4.79,1.42,1.0,0
7.38,8,11.2,4.5,1.4,1.0,0
7.38,9,9.17,4.11,1.43,1.0,0
7.38,10,10.35,4.82,1.26,1.0,0
7.38,11,8.59,4.54,1.0,1.0,0
7.38,12,7.94,4.76,1.21,1.0,0
7.38,13,7.6,4.07,0.0,1.0,0
7.38,14,7.88,5.21,0.0,1.0,0
7.38,15,7.44,3.56,0.72,1.0,0
7.38,16,8.62,4.01,0.0,1.0,0
7.38,17,9.79,4.17,1.15,1.0,0
7.38,18,7.54,4.53,0.67,1.0,0
7.38,19,9.75,4.92,0.0,1.0,0
7.38,20,7.4,5.02,0.75,1.0,0
7.38,21,8.06,4.29,0.38,1.0,0
7.38,22,7.76,5.78,0.0,1.0,0
7.38,23,7.78,3.26,0.0,1.0,0
7.9,7,9.3,4.79,0.0,1.0,0
7.9,8,11.92,4.35,1.4,1.0,0
7.9,9,9.28,3.95,0.36,1.0,0
7.9,10,11.0,4.72,0.63,1.0,0
7.9,11,8.93,4.44,0.66,1.0,0
7.9,12,7.94,4.76,1.21,1.0,0
7.9,13,7.92,3.79,0.79,1.0,0
7.9,14,8.6,4.95,1.46,1.0,0
7.9,15,7.48,3.94,0.72,1.0,0
7.9,16,8.8,3.99,0.33,1.0,0
7.9,17,10.38,4.01,0.58,1.0,0
7.9,18,7.54,4.53,0.0,1.0,0
7.9,19,10.54,4.76,1.51,1.0,0
7.9,20,7.65,5.33,0.75,1.0,0
7.9,21,8.4,4.51,0.77,1.0,0
7.9,22,7.24,5.12,1.61,1.0,0
7.9,23,7.61,3.33,0.36,1.0,0
8.43,7,10.04,4.87,1.42,1.0,0
8.43,9,9.84,3.95,1.07,1.0,0
8.43,10,11.67,4.73,1.26,1.0,0
8.43,11,9.55,4.76,1.33,1.0,0
8.43,12,7.94,4.76,0.0,1.0,0
8.43,13,7.92,3.79,0.0,1.0,0
8.43,14,9.19,4.46,1.46,1.0,0
8.43,15,7.48,3.94,0.0,1.0,0
8.43,16,9.15,4.0,0.67,1.0,0
8.43,17,10.98,3.99,1.15,1.0,0
8.43,18,8.0,4.26,1.0,1.0,0
8.43,19,11.26,4.41,1.51,1.0,0
8.43,20,7.65,5.33,0.0,1.0,0
8.43,21,8.83,4.94,1.15,1.0,0
8.43,22,7.16,4.7,0.8,1.0,0
8.43,23,7.61,3.33,0.0,1.0,0
8.96,7,10.78,4.78,1.42,1.0,0
8.96,9,10.4,4.04,1.07,1.0,0
8.96,10,11.99,4.82,0.63,1.0,0
8.96,11,10.25,4.76,1.33,1.0,0
8.96,12,8.39,4.59,0.91,1.0,0
8.96,13,8.7,4.08,1.59,1.0,0
8.96,14,9.93,4.25,1.46,1.0,0
8.96,15,7.82,3.76,0.72,1.0,0
8.96,16,9.49,4.41,1.0,1.0,0
8.96,17,11.59,4.06,1.15,1.0,0
8.96,18,8.15,4.18,0.33,1.0,0
8.96,19,12.04,4.27,1.51,1.0,0
8.96,20,7.99,4.84,1.12,1.0,0
8.96,21,9.64,4.88,1.53,1.0,0
8.96,22,7.31,4.55,0.4,1.0,0
8.96,23,7.34,4.03,1.43,1.0,0
9.48,7,11.52,4.87,1.42,1.0,0
9.48,9,11.12,4.24,1.43,1.0,0
9.48,11,10.25,4.76,1.33,1.0,0
9.48,12,8.98,4.81,1.21,1.0,0
9.48,13,9.52,3.89,1.59,1.0,0
9.48,14,10.66,4.01,1.46,1.0,0
9.48,15,8.55,3.98,1.45,1.0,0
9.48,16,9.49,4.41,1.0,1.0,0
9.48,17,11.59,4.06,0.0,1.0,0
9.48,18,8.15,4.18,0.33,1.0,0
9.48,20,8.55,4.65,1.12,1.0,0
9.48,21,10.22,4.32,1.53,1.0,0
9.48,22,8.11,4.82,1.61,1.0,0
9.48,23,7.62,4.73,1.43,1.0,0
10.01,7,12.0,4.58,1.06,1.0,0
10.01,9,11.55,4.6,1.07,1.0,0
10.01,11,10.94,4.79,0.66,1.0,0
10.01,12,9.62,4.84,1.21,1.0,0
10.01,13,10.15,3.86,1.19,1.0,0
10.01,14,11.04,4.02,0.73,1.0,0
10.01,15,9.31,3.9,1.45,1.0,0
10.01,16,9.49,4.41,0.0,1.0,0
10.01,17,11.99,4.03,0.77,1.0,0
10.01,18,8.86,4.15,0.67,1.0,0
10.01,20,9.09,4.88,1.12,1.0,0
10.01,21,10.61,4.22,0.77,1.0,0
10.01,22,8.53,4.74,0.8,1.0,0
10.01,23,7.62,4.73,0.0,1.0,0
10.54,9,11.93,4.56,0.71,1.0,0
10.54,11,11.46,4.7,1.0,1.0,0
10.54,12,10.25,4.77,1.21,1.0,0
10.54,13,10.15,3.86,0.0,1.0,0
10.54,14,11.41,4.12,0.73,1.0,0
10.54,15,9.69,3.94,0.72,1.0,0
10.54,16,9.78,4.85,1.0,1.0,0
10.54,18,9.5,4.44,1.33,1.0,0
10.54,20,9.26,4.98,0.37,1.0,0
10.54,21,11.02,4.67,1.15,1.0,0
10.54,22,9.15,4.17,1.61,1.0,0
10.54,23,8.37,4.71,1.43,1.0,0
11.06,11,11.96,4.85,1.0,1.0,0
11.06,12,10.25,4.77,1.21,1.0,0
11.06,13,10.95,4.08,1.59,1.0,0
11.06,14,11.98,4.15,1.09,1.0,0
11.06,15,10.44,4.07,1.45,1.0,0
11.06,16,9.78,4.85,0.0,1.0,0
11.06,18,10.0,4.29,1.0,1.0,0
11.06,20,9.26,4.98,0.0,1.0,0
11.06,21,11.4,4.79,0.77,1.0,0
11.06,22,9.53,3.98,0.8,1.0,0
11.06,23,8.93,4.61,1.07,1.0,0
11.59,12,10.88,4.9,0.6,1.0,0
11.59,13,11.55,4.27,1.19,1.0,0
11.59,15,11.01,4.1,1.08,1.0,0
11.59,16,10.46,4.67,1.34,1.0,0
11.59,18,10.44,4.0,1.0,1.0,0
11.59,20,10.03,4.77,1.5,1.0,0
11.59,21,12.0,4.89,1.15,1.0,0
11.59,22,9.95,4.01,0.8,1.0,0
11.59,23,9.48,4.09,1.43,1.0,0
12.12,12,11.51,4.84,1.21,1.0,0
12.12,13,11.94,4.43,0.79,1.0,0
12.12,15,11.76,3.95,1.45,1.0,0
12.12,16,10.99,4.69,1.0,1.0,0
12.12,18,11.15,3.97,1.33,1.0,0
12.12,20,10.41,4.71,0.75,1.0,0
12.12,22,10.58,4.11,1.21,1.0,0
12.12,23,10.03,3.95,1.07,1.0,0
12.65,12,11.99,4.9,0.91,1.0,0
12.65,15,11.95,3.94,0.36,1.0,0
12.65,16,11.51,4.8,1.0,1.0,0
12.65,18,11.7,4.4,1.33,1.0,0
12.65,20,10.98,4.88,1.12,1.0,0
12.65,22,11.4,3.91,1.61,1.0,0
12.65,23,10.78,4.01,1.43,1.0,0
13.17,16,12.03,4.85,1.0,1.0,0
13.17,18,12.23,4.42,1.0,1.0,0
13.17,20,11.55,4.7,1.12,1.0,0
13.17,22,12.03,3.91,1.21,1.0,0
13.17,23,11.53,4.12,1.43,1.0,0
13.7,20,11.92,4.57,0.75,1.0,0
13.7,23,11.53,4.12,1.43,1.0,0
14.23,23,11.9,4.16,0.36,1.0,0
